ID,Job,Jobs_Group,Profile,Remote,Company,Location,City,State,Salary,Frecuency_Salary,Low_Salary,High_Salary,Mean_Salary,Skills
job_abbbfbc3a843cd30,Data Analyst,Data Analyst,,Remote,LivaNova,Remote,,,,,,,,"['PowerPoint', 'R', 'Tableau', 'Python', 'Salesforce', 'Qlik', 'Excel']"
job_e453f082c86e2c57,Senior Data Analyst - Community Banking Research & Analytics,Data Analyst,Senior,,M&T Bank,"Buffalo, NY+1 location",Buffalo,NY,,,,,,['Bachelor']
job_40d5873f89e936ca,Logistics Quality Control Data Analyst,Data Analyst,,,TikTok,"Los Angeles, CA",Los Angeles,CA,"$91,200 - $200,555 por año",año,91200.0,200555.0,145877.5,"['Tableau', 'Bachelor', 'Excel', 'SQL']"
job_0a2688ec5ad39621,Data Quality Analyst,Data Analyst,,,Carnegie Mellon University,"Pittsburgh, PA 15213 (Squirrel Hill North area)",Pittsburgh,PA,,,,,,"['Tableau', 'Bachelor', 'Python', 'SQL']"
job_5233500cba7236d8,Sr. Research Data Analyst,Data Analyst,Senior,Hybrid,Johns Hopkins University,"Baltimore, MD 21287 (Orangeville area)",Baltimore,MD,$27.73 - $48.57 por hora,hora,51023.200000000004,89368.8,70196.0,"['PhD', 'Master', 'Office']"
job_3374e89b22d66999,Data Governance Analyst,Data Analyst,,Remote,Parexel,United States,,,,,,,,"['Office', 'Salesforce']"
job_58d67a9ec35668d7,"Data Analyst, Asset Management",Data Analyst,,Remote,CBRE,Remote+1 location,,,"$120,000 por año",año,120000.0,120000.0,120000.0,"['PowerPoint', 'Bachelor', 'Word', 'Tableau', 'Office', 'Python', 'Oracle', 'SSRS', 'R', 'Excel', 'SQL']"
job_6750973b250f69c8,Sr. Data Analyst,Data Analyst,Senior,,Northeast Metro 916 Intermediate School District,"Little Canada, MN",Little Canada,MN,"$68,931 - $86,174 por año",año,68931.0,86174.0,77552.5,"['SAP', 'Bachelor', 'Office', 'Agile']"
job_3c8fc914a13afe85,Data Analyst,Data Analyst,,,RWJBarnabas Health,"West Orange, NJ 07052+2 locations",West Orange,NJ,,,,,,"['Bachelor', 'Tableau', 'R', 'Master', 'Excel', 'SQL']"
job_718002c81bb838cc,Data Analyst,Data Analyst,,,Intone Networks,"Smithfield, RI+4 locations",Smithfield,RI,,,,,,['SQL']
job_add1a4ed148acb1f,Quality Data Analyst,Data Analyst,,Remote,Siemens Gamesa Renewable Energy,"Orlando, FL",Orlando,FL,,,,,,"['Bachelor', 'Excel', 'Office', 'Power BI']"
job_7c6e15448f08fa16,Data & Reporting Analyst,Financial Analyst,,Hybrid,Spectrum,"Charlotte, NC 28203 (Dilworth area)+2 locations",Charlotte,NC,,,,,,"['Word', 'Bachelor', 'Excel', 'SQL']"
job_cb0b9916204a6188,Technical Data Mgt Analyst,Data Analyst,,,Shell,"Houston, TX",Houston,TX,,,,,,"['SQL', 'Machine Learning']"
job_4942e76fc04c88fd,Master Data Analyst,Data Analyst,,,Applied Industrial Technologies,"Cleveland, OH 44115 (Goodrich-Kirkland Park area)+1 location",Cleveland,OH,,,,,,"['PowerPoint', 'Bachelor', 'SAP', 'Access', 'Master', 'Excel']"
job_a6ec7dab615500cd,"Data Analyst II, Autonomy",Data Analyst,,,Rivian,"Palo Alto, CA 94304",Palo Alto,CA,,,,,,"['Bachelor', 'Python', 'SQL']"
job_9e76615c3b963ad9,"Lead Data Analyst, Digital Experience Analytics",Data Analyst,Lead,,TIAA,"Charlotte, NC+1 location",Charlotte,NC,"$96,500 - $164,000 por año",año,96500.0,164000.0,130250.0,"['Bachelor', 'Python', 'Access', 'English', 'SQL']"
job_cf9f26bc7b0a0f44,Pharmacy Data Analyst II,Data Analyst,,,BlueCross BlueShield of Tennessee,"Chattanooga, TN 37402 (Westside area)",Chattanooga,TN,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Tableau', 'Office', 'Excel', 'SQL']"
job_e0909259a8a1d40b,Healthcare Data Analyst II (Hybrid),Data Analyst,,Hybrid,Inland Empire Health Plan,"Rancho Cucamonga, CA 91730",Rancho Cucamonga,CA,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'SSRS', 'Access', 'Master', 'Excel']"
job_4e4a6551c1904371,Data Analyst 3 - Store Operations (Hybrid),Data Analyst,,Hybrid,Nordstrom Inc,"Seattle, WA+1 location",Seattle,WA,,,,,,"['Bachelor', 'Tableau', 'Office', 'Python', 'Power BI', 'Master', 'Excel', 'SQL']"
job_045b14402d74f48f,Senior Data Analyst- Deposits,Data Analyst,Senior,,Bank OZK,"Little Rock, AR",Little Rock,AR,,,,,,"['Bachelor', 'PowerPoint', 'Word', 'Python', 'MBA', 'Power BI', 'R', 'Master', 'Excel', 'SQL']"
job_ea2ff73f9e630cd4,"Data Analyst - Clinical Quality, Hybrid",Data Analyst,,Hybrid,University of Maryland Medical System,"Baltimore, MD 21212 (Chinquapin Park-Belvedere area)",Baltimore,MD,,,,,,"['Master', 'Bachelor']"
job_78fe9ba9314e978e,Insights & Analytics – Senior Analyst,Data Analyst,Senior,,Capital Group Companies,"London, OH",London,OH,,,,,,"['Tableau', 'Python', 'Salesforce', 'R', 'SQL', 'Databricks']"
job_23a0820f7ded0491,Data Analyst,Data Analyst,,Remote,"Endeavor Operating Company, LLC",Remote,,,,,,,,"['Bachelor', 'Jira', 'Agile', 'Tableau', 'Python', 'Power BI', 'R', 'SQL']"
job_c7dde377c09840c7,Data Center Analyst,Data Analyst,,Remote,Health & Human Services Comm,"Austin, TX 78751 (Hyde Park area)+4 locations",Austin,TX,"$4,917 - $8,060 por mes",mes,59004.0,96720.0,77862.0,[]
job_d89f0262c9cf1e18,Data Analyst (REMOTE),Data Analyst,,Remote,Fulton Bank,"Lancaster, PA 17601",Lancaster,PA,,,,,,"['Bachelor', 'Python', 'R', 'Excel', 'SQL']"
job_04cd8c11c342a9fb,Technical Data Analyst,Data Analyst,,,Doran Jones,"New York, NY",New York,NY,"$70,000 - $200,000 por año",año,70000.0,200000.0,135000.0,"['Java', 'Bachelor', 'Agile', 'Artificial Intelligence', 'SQL']"
job_db05e06019a872be,Data Analyst,Data Analyst,,,BRS,"Wright-Patterson AFB, OH+2 locations",Wright-Patterson AFB,OH,,,,,,"['Tableau', 'Office', 'Python', 'R', 'PhD']"
job_9a81004499f1c57e,Senior Product Data Analyst,Data Analyst,Senior,,Skillz Inc.,"Las Vegas, NV+1 location",Las Vegas,NV,,,,,,['SQL']
job_bbc940ca01531616,Senior Data Analyst,Data Analyst,Senior,,EVgo,"Seattle, WA 98101 (Downtown area)+6 locations",Seattle,WA,,,,,,"['Tableau', 'SQL']"
job_f30122a0893aae60,Data Analyst,Data Analyst,,,Peace River Center,"Bartow, FL 33830",Bartow,FL,,,,,,"['Excel', 'Bachelor', 'Access', 'SQL']"
job_59eb2d43ae49ffc3,Sr Business Data Analyst,Data Analyst,Senior,,DHL,"Westerville, OH 43082+4 locations",Westerville,OH,,,,,,"['Machine Learning', 'Python', 'DAX', 'Power BI', 'SQL']"
job_cc886aa164832238,Data Analyst role,Data Analyst,,Remote,Anblicks,"Dallas, TX 75254 (Far North area)+1 location",Dallas,TX,,,,,,"['Java', 'AWS', 'Spark', 'Python', 'Hadoop', 'SQL']"
job_b1c8f6868fc65ca2,People Reporting and Data Analyst,Data Analyst,,Hybrid,Acrisure,"Grand Rapids, MI 49503 (Heartside area)",Grand Rapids,MI,,,,,,"['Tableau', 'Bachelor', 'Excel', 'Office']"
job_0398395cd2cb916b,Data Analyst II,Data Analyst,,,University of Central Florida,"Orlando, FL 32816+1 location",Orlando,FL,"$56,030 por año",año,56030.0,56030.0,56030.0,"['Master', 'Bachelor', 'SQL']"
job_f2886bac92cff20a,Reliability Data Analyst,Data Analyst,,,Pinnacle Reliability,"Rotterdam, NY",Rotterdam,NY,,,,,,"['Bachelor', 'Office']"
job_92844cec4bc3e8a1,Strategy Data Analyst SME,Data Analyst,,Hybrid,Point B,"Mesa, AZ",Mesa,AZ,,,,,,"['Azure', 'Bachelor', 'Agile', 'PowerPoint']"
job_040434b6a315c80a,Management Analyst,Data Analyst,,Remote,Centers for Disease Control and Prevention,"Atlanta, GA 30333",Atlanta,GA,"$87,466 - $113,706 por año",año,87466.0,113706.0,100586.0,"['PHP', 'Bachelor', 'Office']"
job_3e5d282e446c8418,Data Analyst,Data Analyst,,,Stony Brook Administrative Services,"Commack, NY+1 location",Commack,NY,,,,,,"['Tableau', 'Bachelor', 'SQL', 'Oracle']"
job_437592c38fc3895f,Consultant - Clinical Data Analyst,Data Analyst,,Remote,NNIT,"Princeton, NJ 08540",Princeton,NJ,,,,,,"['Power Apps', 'Bachelor', 'Tableau', 'Power BI', 'Power Automate']"
job_a487e65d1088d2d9,"Sr Analyst, Data Architecture",Data Analyst,Senior,,Comcast,"Philadelphia, PA 19103",Philadelphia,PA,,,,,,"['AWS', 'Bachelor', 'PHP', 'Python', 'Hadoop', 'SQL']"
job_2af12d579b642204,Sustainability Data Analyst,Data Analyst,,Remote,Strategic Energy Innovations,"Durham, NC 27701 (Downtown area)",Durham,NC,"$3,050 por mes",mes,36600.0,36600.0,36600.0,"['Excel', 'Python']"
job_b43a7a20747bfef7,Healthcare Data Analyst III (Hybrid),Data Analyst,,Hybrid,Physician Health Partners,"Denver, CO 80202 (Central Business District area)",Denver,CO,"$90,016 - $135,023 por año",año,90016.0,135023.0,112519.5,"['Bachelor', 'PHP', 'SSRS', 'Power BI', 'SSIS', 'Excel', 'SQL']"
job_25c9ea10efd09fbd,Product Management Data Analyst,Data Analyst,,,"FFF Enterprises, Inc.","Temecula, CA",Temecula,CA,"$65,000 - $75,000 por año",año,65000.0,75000.0,70000.0,"['SAP', 'Office', 'Excel']"
job_3122f89c42e687ce,Reliability Data Analyst,Data Analyst,,,Vishay Intertechnology Inc,"Columbus, NE",Columbus,NE,,,,,,[]
job_b32ce272f465035a,Senior Data Solutions Analyst,Data Analyst,Senior,Hybrid,Liberty Mutual,"Boston, MA+1 location",Boston,MA,"$92,000 - $118,000 por año",año,92000.0,118000.0,105000.0,"['Java', 'Bachelor', 'Python', 'Master', 'Hadoop', 'SQL']"
job_7b86aa8cbd3ffabc,Data Management Analyst II,Data Analyst,,Remote,University of Florida,"Gainesville, FL 32611+1 location",Gainesville,FL,"$65,000 - $75,000 por año",año,65000.0,75000.0,70000.0,['Master']
job_601c8af7942c03bd,R&D Automation Data Analyst,Data Analyst,,,NXP Semiconductors,"Austin, TX 78735 (West Oak Hill area)",Austin,TX,,,,,,"['Bachelor', 'Python', 'DAX', 'Power BI', 'Master', 'SQL']"
job_88e4d076aefbc146,DATA & REPORTING ANALYST,Financial Analyst,,,AMERICAN TECHNICAL SERVICES,"Palm Harbor, FL 34683",Palm Harbor,FL,,,,,,['Tableau']
job_f562451ad05afbfa,Senior Data Analyst,Data Analyst,Senior,Remote,Emory University,"Atlanta, GA 30322+1 location",Atlanta,GA,,,,,,"['Tableau', 'Office', 'Oracle', 'Access', 'Power BI', 'R', 'SQL']"
job_ce73dfdf76117011,School Data & Systems Analyst,Data Analyst,,,KIPP Columbus,"Columbus, OH",Columbus,OH,,,,,,"['Excel', 'Python']"
job_f35b35e30961e0f4,Data Analyst - Analytics and Interfaces- level 1,Data Analyst,,,Molina Healthcare,"Long Beach, CA 90802",Long Beach,CA,"$34,103 - $66,500 por año",año,34103.0,66500.0,50301.5,"['Bachelor', 'Azure', 'Office', 'Excel', 'SQL']"
job_66251c7fbd7d880c,Senior Data Analyst,Data Analyst,Senior,,ConcertAI,"Plymouth Meeting, PA 19462+2 locations",Plymouth Meeting,PA,,,,,,"['Bachelor', 'R', 'Tableau', 'Python', 'Artificial Intelligence', 'Power BI', 'Qlik', 'SQL']"
job_619c7ebab798119b,Sales Data Analyst,Data Analyst,,,Red Bull North America,"Santa Monica, CA 90403+1 location",Santa Monica,CA,,,,,,"['Bachelor', 'Tableau', 'SAP', 'Access', 'English', 'Power BI', 'SAP Analytics Cloud', 'Excel', 'SQL']"
job_81fccfacff5d6815,Sr Data Analyst,Data Analyst,Senior,,Illuminate Mission Solutions,"Bethesda, MD 20816",Bethesda,MD,,,,,,"['Master', 'Bachelor']"
job_a8e800f4125d4789,Data Analyst II (ALD),Data Analyst,,,L.A. Care Health Plan,"Los Angeles, CA 90017 (Westlake area)+3 locations",Los Angeles,CA,"$77,265 por año",año,77265.0,77265.0,77265.0,"['Bachelor', 'Agile']"
job_cdb5c09819533b0a,Data Integration Analyst,Data Analyst,,,Disney,"Lake Buena Vista, FL",Lake Buena Vista,FL,"$92,724 - $124,410 por año",año,92724.0,124410.0,108567.0,"['Bachelor', 'Python', 'SSRS', 'SSIS', 'SQL']"
job_2eceb16086893c7c,Operations Data Analyst,Data Analyst,,,Johnson Matthey,"San Diego, CA 92128 (Carmel Mountain area)",San Diego,CA,"$100,000 - $120,000 por año",año,100000.0,120000.0,110000.0,"['Bachelor', 'Office']"
job_96344eb3be023a6a,Data analyst,Data Analyst,,,LPL Financial,North Carolina+2 locations,,NC,$31.37 - $47.05 por hora,hora,57720.8,86572.0,72146.4,"['Jira', 'Bachelor', 'SQL']"
job_2cfd871a4214a0bc,Lead Data Science Analyst (multiple openings) - IHM,Data Scientist,Lead,,Discover Financial Services,"Riverwoods, IL 60015+4 locations",Riverwoods,IL,,,,,,"['PowerPoint', 'Bachelor', 'Excel', 'SQL']"
job_d2bf195ef1bcdbd3,Digital Product Portfolio Analyst,Data Analyst,,,PepsiCo,"Plano, TX+1 location",Plano,TX,,,,,,"['PowerPoint', 'Bachelor', 'Excel', 'Office']"
job_65b15d838357a5ca,Data Analyst,Data Analyst,,,Dallas Museum of Art,"Dallas, TX 75201 (Downtown area)",Dallas,TX,"$80,000 por año",año,80000.0,80000.0,80000.0,"['Bachelor', 'Office', 'Salesforce', 'Master', 'Excel']"
job_c8c415a66ed93963,Facilities Data Analyst,Data Analyst,,,The Ohio State University,"Columbus, OH",Columbus,OH,"$58,100 - $62,000 por año",año,58100.0,62000.0,60050.0,"['Bachelor', 'Tableau', 'Power BI', 'Excel', 'SQL']"
job_1813e6eb85bdc16b,Master Data Analyst I,Data Analyst,,,LifeNet Health,"Virginia Beach, VA 23453",Virginia Beach,VA,,,,,,"['PowerPoint', 'Word', 'Office', 'SAP', 'Master', 'Excel']"
job_c066ed9adbf8cc54,"Data/Reporting Analyst, Senior",Financial Analyst,Senior,,"City of Atlanta, GA","Atlanta, GA+3 locations",Atlanta,GA,,,,,,['Bachelor']
job_b3b72357cce68848,Data Analyst,Data Analyst,,Remote,Booz Allen Hamilton,"Eglin AFB, FL+10 locations",Eglin AFB,FL,"$52,200 - $119,000 por año",año,52200.0,119000.0,85600.0,"['Bachelor', 'Airflow', 'Tableau', 'Python', 'Power BI', 'SQL']"
job_76a6427033266e5b,"Professional, Data Analyst",Data Analyst,,Remote,MVP Health Care,"Williston, VT 05495+4 locations",Williston,VT,,,,,,"['Word', 'SQL']"
job_f8996aecc2621592,JD Logistics - Data Analyst,Data Analyst,,,JD.com,"Piscataway, NJ 08854",Piscataway,NJ,,,,,,"['Bachelor', 'English']"
job_5da4e041bdee70ba,Senior Data Analyst (2:2),Data Analyst,Senior,,"PRGX Global, Inc","Atlanta, GA 30339",Atlanta,GA,,,,,,"['Airflow', 'Spark', 'Tableau', 'Python', 'Oracle', 'ERP', 'SAP', 'Power BI', 'Qlik', 'SQL']"
job_22073898487dba2c,Lead Data Analyst,Data Analyst,Lead,Remote,BlueCross BlueShield of South Carolina,South Carolina,,SC,,,,,,"['Bachelor', 'Tableau', 'Office', 'Python', 'Access', 'VBA', 'SQL']"
job_acfc55633a481137,Senior Data Analyst,Data Analyst,Senior,Remote,Gainwell Technologies LLC,Kentucky+1 location,,KY,"$63,100 - $90,200 por año",año,63100.0,90200.0,76650.0,['SQL']
job_b5bbb1da7895d1fb,Quality Program Data Analyst - PCHP,Data Analyst,,,Parkland Health and Hospital System,"Dallas, TX 75201",Dallas,TX,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Access', 'Master', 'Excel', 'SQL']"
job_2333a91637aa7dd7,Business/Data Sr Tech Lead Analyst - Hybrid,Business Analyst,Senior,Hybrid,Citi,"O'Fallon, MO 63368",O'Fallon,MO,"$130,460 - $195,690 por año",año,130460.0,195690.0,163075.0,"['Master', 'Bachelor', 'Access']"
job_2299f54473bd5403,Business Analyst,Business Analyst,,Remote,DNV,"San Diego, CA 92123 (Kearny Mesa area)+2 locations",San Diego,CA,"$75,000 - $110,000 por año",año,75000.0,110000.0,92500.0,"['Bachelor', 'Agile', 'Azure', 'Office', 'English']"
job_437515a1dfffe560,Data Analyst,Data Analyst,,Hybrid,NTT DATA,"Charlotte, NC 28202 (Downtown Charlotte area)+1 location",Charlotte,NC,,,,,,"['Bachelor', 'SQL', 'Oracle']"
job_f84f8df1ba27d6be,Information Technology Analyst,Data Analyst,,,"Inteva Products, LLC","Adrian, MI 49221",Adrian,MI,,,,,,"['ERP', 'SQL']"
job_82995a0af9c63feb,Sr Analytics & Reporting Analyst,Financial Analyst,Senior,Hybrid,HCSC,"Oklahoma City, OK+1 location",Oklahoma City,OK,,,,,,"['Bachelor', 'Excel', 'SQL']"
job_9b728ba4883c06f4,Data Senior Analyst,Data Analyst,Senior,,City National Bank,"Los Angeles, CA",Los Angeles,CA,"$92,114 - $156,880 por año",año,92114.0,156880.0,124497.0,['Bachelor']
job_2d1b818e6b21d941,Data Warehouse Analyst II,Data Analyst,,Remote,FIS Global,"Pasadena, CA 91107 (Pasadena area)+1 location",Pasadena,CA,"$116,085 por año",año,116085.0,116085.0,116085.0,"['Bachelor', 'SQL']"
job_0eb5867766625919,Data Analyst III,Data Analyst,,Remote,WellCare of KY,Florida+10 locations,,FL,,,,,,"['Bachelor', 'Office', 'SSRS', 'Access', 'SSAS', 'Power BI', 'Excel', 'SQL']"
job_b3256eca7e788a1d,Data Analyst I - Systems Innovation,Data Analyst,,Remote,BeiGene,Remote,,,"$80,200 - $110,200 por año",año,80200.0,110200.0,95200.0,"['Bachelor', 'Python', 'Power BI', 'Databricks']"
job_f4c415790ea8fc79,Data Analyst - Pharma Agency,Data Analyst,,Remote,"Clutch Group, Inc.",Remote,,,"$100,000 por año",año,100000.0,100000.0,100000.0,"['Word', 'PowerPoint', 'Office', 'Excel']"
job_f9cc674ca347e510,"Consultant, Data Solution Analyst | Data Modeler",Data Analyst,,,Nationwide,"Columbus, OH 43215 (Downtown area)",Columbus,OH,,,,,,"['R', 'Tableau', 'Bachelor']"
job_dc8a753407b9882a,Data Integration Analyst,Data Analyst,,,Walt Disney World Resort,"Lake Buena Vista, FL",Lake Buena Vista,FL,,,,,,"['Bachelor', 'Python', 'SSRS', 'SSIS', 'SQL']"
job_5a11019ec77d77be,Data Analyst,Data Analyst,,Remote,University of Texas at Dallas,"Richardson, TX 75080",Richardson,TX,"$60,000 por año",año,60000.0,60000.0,60000.0,"['Master', 'R', 'Bachelor']"
job_4c6329569d1722e3,Data Analyst (SQL),Data Analyst,,Remote,The Reinvestment Fund,United States,,,,,,,,['SQL']
job_4b25329f24aa1447,Benefits Data Analyst,Data Analyst,,Remote,Zelis,Remote,,,,,,,,"['Bachelor', 'SQL', 'Agile']"
job_ddc4eb8e82561fe5,Operations Finance Data Analyst,Data Analyst,,,Ventura Foods,"Brea, CA 92821",Brea,CA,,,,,,"['Bachelor', 'Tableau', 'SAP', 'ERP', 'Power BI', 'Excel', 'SQL']"
job_3620b73ec8b0258f,Research Data Analyst,Data Analyst,,Remote,University of California San Francisco,California+5 locations,,CA,,,,,,"['HTML', 'Bachelor']"
job_f12bc94ec17bca4c,Data Analyst,Data Analyst,,,MSX INTERNATIONAL,"Southfield, MI+1 location",Southfield,MI,,,,,,"['Bachelor', 'Tableau', 'Office', 'English', 'Power BI', 'SSIS', 'SQL']"
job_7c32fd3585db2e69,Data Analyst,Data Analyst,,,The Fidelis Group,"Little Ferry, NJ 07643",Little Ferry,NJ,,,,,,"['JavaScript', 'GitHub', 'Bachelor', 'Agile', 'HTML', 'CSS', 'SSRS', 'Access', 'VBA', '.NET', 'C#', 'Excel', 'SQL']"
job_fef29fae43116701,Senior Data Analyst - Financial Planning and Analysis,Data Analyst,Senior,,Holman,"Mount Laurel, NJ",Mount Laurel,NJ,,,,,,"['Bachelor', 'Excel', 'Office', 'Power BI']"
job_a0a14c36286ec630,Exchange Data and Experience Analyst,Data Analyst,,,Vistra Corporate Services Company,"Royal Lane, UT",Royal Lane,UT,,,,,,"['AWS', 'Office', 'Agile']"
job_266feea5c2f8ddf7,Senior Data Insights Analyst,Data Analyst,Senior,,ABBVIE,"North Chicago, IL",North Chicago,IL,,,,,,"['Bachelor', 'R', 'Tensor Flow', 'Spark', 'Tableau', 'Python', 'Oracle', 'Power BI', 'Qlik', 'Master', 'Hadoop', 'SQL']"
job_1f22b65a79447df2,"Healthcare Data Analyst - Senior, (FT) Remote",Data Analyst,Senior,Remote,D-H Medical Center,"Lebanon, NH 03756",Lebanon,NH,,,,,,"['Tableau', 'Master', 'Excel', 'SQL']"
job_64decd65d15dee6f,Sr Data Analyst,Data Analyst,Senior,,Honeywell,"Atlanta, GA 30308 (Midtown area)+2 locations",Atlanta,GA,,,,,,"['Master', 'SQL']"
job_2c3ebf5bc3a2528d,Data Reporting and Systems Analyst,Financial Analyst,,,Allegheny Health Network,"Pittsburgh, PA",Pittsburgh,PA,,,,,,"['Master', 'Bachelor']"
job_8e7a1ad9f0463938,Senior Associate Data Analyst,Data Analyst,Senior,,UST,"Santa Clara, CA",Santa Clara,CA,,,,,,"['Spark', 'D3']"
job_b1ae8886f323f64f,Data Process Analyst-Vice President-hybrid,CFO,,Hybrid,Citi,"Irving, TX+5 locations",Irving,TX,"$121,560 - $182,340 por año",año,121560.0,182340.0,151950.0,"['Bachelor', 'Oracle', 'Access', 'Master', 'SQL']"
job_dbbbc77ff4faef6e,Senior Business Data Analyst,Data Analyst,Senior,,Cooper University Health Care,"Camden, NJ 08103 (Lanning Square area)",Camden,NJ,,,,,,"['Office', 'MBA', 'SQL']"
job_063913f3d2faf0f3,Senior Incentives and Proficiency Data Analyst,Data Analyst,Senior,,Threat Tec LLC,"Fort Bragg, NC 28310",Fort Bragg,NC,,,,,,['Office']
job_52af7006167ba209,Data Analyst - Material Control,Data Analyst,,,Hexcel Corporation,"Salt Lake City, UT 84118",Salt Lake City,UT,,,,,,"['Bachelor', 'ERP', 'Power BI', 'Power Query', 'Excel', 'SQL']"
job_20619ce0149cfaad,Senior Specialist Data Analyst,Data Analyst,Senior,,Abbott Laboratories,"Sylmar, CA+1 location",Sylmar,CA,"$82,100 - $164,100 por año",año,82100.0,164100.0,123100.0,"['SAP', 'Bachelor', 'Excel', 'Power BI']"
job_133cf528c383f719,Principal Data Analyst,Data Analyst,Lead,,Capital One,"Richmond, VA+1 location",Richmond,VA,,,,,,"['AWS', 'Bachelor', 'Agile', 'Spark', 'Python', 'R', 'PhD', 'Master', 'SQL']"
job_da51175665abebad,Sr Health Policy Data Analyst,Data Analyst,Senior,,Vanderbilt University Medical Center,"Nashville, TN 37232 (Vanderbilt Area area)",Nashville,TN,,,,,,"['R', 'Master', 'Office', 'SQL']"
job_d92f1cd822891ae4,Senior Master Data Analyst,Data Analyst,Senior,,Charles River Laboratories,United States,,,"$70,000 - $80,000 por año",año,70000.0,80000.0,75000.0,"['PowerPoint', 'Bachelor', 'Agile', 'Word', 'ERP', 'SAP', 'Master', 'Excel']"
job_660ed1bad2a4f7a7,USA Consumer Data Activation Analyst,Data Analyst,,,Mondelēz International,"Miami, FL",Miami,FL,,,,,,['Bachelor']
job_0dcae94871b764e6,Associate Data & Research Analyst,Data Analyst,,,Columbia University,"New York, NY+8 locations",New York,NY,"$58,500 - $64,000 por año",año,58500.0,64000.0,61250.0,"['Bachelor', 'Office', 'Python', 'SSRS', 'ERP', 'SSIS', 'SQL']"
job_629c0571342a8d8f,Senior Data Risk Analyst,Data Analyst,Senior,Hybrid,Huntington Bank,"Columbus, OH 43219 (Easton area)",Columbus,OH,,,,,,['Bachelor']
job_4de82fadca9dd983,HR Data & Systems Analyst,Data Analyst,,,pSemi,"San Diego, CA",San Diego,CA,,,,,,"['Bachelor', 'Agile', 'HTML', 'Office', 'Excel', 'SQL']"
job_b6c17f6c698ba17f,", Data Scientist/Analyst",Data Scientist,,,HyreU,"Baltimore, MD",Baltimore,MD,,,,,,"['Java', 'Bachelor', 'Python', 'Matlab', 'R', 'Master', 'Hadoop', 'SQL']"
job_8eecb72fcbb377e5,Data Analyst- Smart Buildings- Atlantic Zone (Hybrid),Data Analyst,,Hybrid,Siemens,"Baltimore, MD+5 locations",Baltimore,MD,,,,,,"['Tableau', 'Power BI', 'SSIS', 'Excel', 'SQL']"
job_9ecc639da2ee41b5,Data Analyst,Data Analyst,,,MultiCare Behavioral Health,"Puyallup, WA 98372",Puyallup,WA,$21.05 por hora,hora,38732.0,38732.0,38732.0,[]
job_c0f2b490143a7fbc,Senior Data Insights Analyst (Product),Data Analyst,Senior,,Egencia,"Chicago, IL",Chicago,IL,,,,,,"['Bachelor', 'Tableau', 'Python', 'Adobe Analytics', 'Master', 'SQL']"
job_03b1158ef3321b7e,Senior Health Care Analyst - Data Scientist,Data Scientist,Senior,,Blue Cross Blue Shield of Michigan,"Detroit, MI",Detroit,MI,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Spark', 'Python', 'Master', 'Excel', 'SQL', 'Databricks']"
job_aade322b19957e6c,Jr. Data Analyst ( Full Time ),Data Analyst,Junior,,RSA Tech,"Little Elm, TX",Little Elm,TX,,,,,,['SQL']
job_64be389e59e24afa,Data Analyst,Data Analyst,,,Capgemini,"Newport News, VA+1 ubicación",Newport News,VA,,,,,,"['ERP', 'Artificial Intelligence', 'Machine Learning']"
job_576714c2ae35bec5,"Lead Analyst, Data Management & Quantitative Analysis",Data Analyst,Lead,Hybrid,The Bank of New York Mellon Corporation,"Houston, TX 77002 (Downtown area)+6 ubicaciones",Houston,TX,,,,,,['Bachelor']
job_689d18a2b09dd28a,Data Insights Analyst,Data Analyst,,,American Express Global Business Travel,"New York, NY",New York,NY,"$46,000 - $93,000 por año",año,46000.0,93000.0,69500.0,"['SQL', 'Power BI']"
job_872d1c2607a24ecd,Data Analyst (Junior),Data Analyst,Junior,,"Excelraise, LLC","Raleigh, NC 27603 (North Central area)",Raleigh,NC,$41 - $45 por hora,hora,75440.0,82800.0,79120.0,"['Bachelor', 'HTML', 'Tableau', 'Office', 'Python', 'CSS']"
job_838fc7891dcc511d,Data Analyst (Hybrid Work Model),Data Analyst,,Hybrid,Sentry Insurance,"Stevens Point, WI 54482+1 ubicación",Stevens Point,WI,,,,,,"['Bachelor', 'SQL']"
job_2c798b32954b0fa7,Data Analyst,Data Analyst,,Remote,Elevance Health,"Indianapolis, IN 46204 (Downtown area)+1 ubicación",Indianapolis,IN,"$86,160 - $155,088 por año",año,86160.0,155088.0,120624.0,"['Tableau', 'SQL', 'Power BI']"
job_d993e819b28264eb,Program Analyst (Data Analytics),Data Analyst,,,US Office of Workers' Compensation Programs,"Wallops Island, VA",Wallops Island,VA,"$116,393 - $183,500 por año",año,116393.0,183500.0,149946.5,"['Bachelor', 'Office']"
job_d5f5b0b203bb3a82,Data Analyst Senior – Health Care Economics,Data Analyst,Senior,,UCare,"Minneapolis, MN 55413 (Southeast Como area)",Minneapolis,MN,,,,,,"['Bachelor', 'Tableau', 'Power BI', 'Excel', 'SQL']"
job_c69ccef343340c0f,Data Science Lead Analyst - Hybrid,Data Scientist,Lead,Hybrid,Citi,"Elk Grove Village, IL 60007+1 ubicación",Elk Grove Village,IL,"$121,560 - $182,340 por año",año,121560.0,182340.0,151950.0,"['Master', 'Bachelor', 'Access']"
