ID,Job,Jobs_Group,Profile,Remote,Company,Location,City,State,Salary,Frecuency_Salary,Low_Salary,High_Salary,Mean_Salary,Skills
job_720e025e38e864de,SR OPERATIONS ANALYST,Data Analyst,Senior,Remote,Lumen,Remote+1 ubicación,,,"$57,600 - $128,400 por año",año,57600.0,128400.0,93000.0,"['Power Apps', 'Bachelor', 'R', 'Tableau', 'Office', 'Python', 'Oracle', 'DAX', 'SAP', 'Power BI', 'SQL', 'Power Automate', 'Salesforce']"
job_9b858896aa68a216,"IT Analyst Sr, BI Developer",Business Intelligence,Senior,Remote,UVA Medical Center,"Norfolk, VA",Norfolk,VA,"$86,050 - $137,675 por año",año,86050.0,137675.0,111862.5,['Bachelor']
job_6f8d1401c28e80e9,"Manager, Business Analysis",Business Analyst,Lead,Remote,CVS Health,North Carolina+2 ubicaciones,,NC,"$60,300 - $130,000 por año",año,60300.0,130000.0,95150.0,"['Bachelor', 'SQL', 'Agile']"
job_8a5ace97d510690a,Financial Business System Analyst,Business Analyst,,Remote,Cepheid,"Washington, DC 20037 (Foggy Bottom area)",Washington,DC,,,,,,"['Master', 'SAP', 'Bachelor']"
job_b93ea813d92a5d72,Sr Business Analyst - Cost Controls,Business Analyst,Senior,,"Savannah River Nuclear Solutions, LLC","Aiken, SC 29801",Aiken,SC,,,,,,[]
job_cca5d5e8d7dbae4c,Staff Privacy Analyst,Data Analyst,,Remote,Etsy,"Brooklyn, NY 11201",Brooklyn,NY,"$137,000 - $177,000 por año",año,137000.0,177000.0,157000.0,"['Office', 'SQL']"
job_0fdccedc95783efc,Data Governance Analyst,Data Analyst,,,First Hawaiian Bank,Hawaii+1 ubicación,,HI,,,,,,"['Master', 'Agile', 'Bachelor', 'Oracle']"
job_f6e5526872cef30f,Business Management Analyst,Business Analyst,,Remote,Akima,"Washington, DC 20080 (Downtown area)",Washington,DC,,,,,,"['Word', 'PowerPoint', 'Office', 'Excel']"
job_6da92e4083f9dc97,Salesforce Business Project Lead Analyst- Remote- Cigna,Business Analyst,Lead,Remote,The Cigna Group,"Hartford, CT 06152 (Frog Hollow area)+1 ubicación",Hartford,CT,"$69,800 - $116,400 por año",año,69800.0,116400.0,93100.0,"['PowerPoint', 'Agile', 'Word', 'Salesforce', 'Excel']"
job_221699289e37afa9,Jr. Sales Operations Analyst,Data Analyst,Junior,Remote,Birch Gold Group,Remote,,,$20 - $25 por hora,hora,36800.0,46000.0,41400.0,['Salesforce']
job_c89a23032046770b,Financial Operations Analyst,Financial Analyst,,,Northwell Health,"Manhasset, NY 11030+4 ubicaciones",Manhasset,NY,"$58,540 - $92,650 por año",año,58540.0,92650.0,75595.0,['Bachelor']
job_4ddb70eaf2636d4e,Business Systems Analyst Consultant,Business Analyst,,Remote,PNC Financial Services Group,"Pittsburgh, PA 15222 (Strip District area)",Pittsburgh,PA,,,,,,['Bachelor']
job_7a81c9382e6f4ace,Sr. Financial Analyst- Remote,Financial Analyst,Senior,Remote,UnitedHealth Group,"Eden Prairie, MN 55344",Eden Prairie,MN,"$85,000 - $167,300 por año",año,85000.0,167300.0,126150.0,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Access']"
job_1133aea181df5ac1,Senior Business Process Analyst,Business Analyst,Senior,Remote,General Dynamics Information Technology,"Rockville, MD",Rockville,MD,,,,,,"['PowerPoint', 'Agile', 'Word', 'Office', 'Excel']"
job_298beb0aa16fc61d,Business Systems Analyst 2,Business Analyst,,,Clean Water Services,"Hillsboro, OR 97123",Hillsboro,OR,"$89,725 - $123,371 por año",año,89725.0,123371.0,106548.0,['SQL']
job_0c66830b6c89d3f4,Sales Data Reporting Analyst III,Financial Analyst,,,Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ 07105 (Ironbound area)",Newark,NJ,"$75,300 - $100,800 por año",año,75300.0,100800.0,88050.0,"['Excel', 'Bachelor', 'Access', 'SQL']"
job_e6f217df8745be40,"Senior Analyst, Creative Operations and Analytics",Data Analyst,Senior,,Wayfair,"Boston, MA 02116 (Back Bay area)",Boston,MA,,,,,,['Looker']
job_6a8b09f82a1b3048,Senior Business Analyst - Information Services,Business Analyst,Senior,,"Seminole County, FL","Sanford, FL 32771",Sanford,FL,"$62,744 - $100,390 por año",año,62744.0,100390.0,81567.0,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Access', 'English', 'Excel']"
job_4163b01410939de1,Fleet Operations Analyst,Data Analyst,,,"City of McKinney, TX","McKinney, TX 75069+1 ubicación",McKinney,TX,"$62,554 - $90,704 por año",año,62554.0,90704.0,76629.0,"['Excel', 'Bachelor', 'Access', 'Office']"
job_e63632b9acb99eb1,SAP Business & Systems Analyst,Business Analyst,,,Abiomed,"Danvers, MA 01923",Danvers,MA,,,,,,"['SAP', 'Bachelor']"
job_2eba64b6179a6b9d,Business Systems Analyst (Database Management System),Business Analyst,,,Louisville Water Company,"Louisville, KY 40202 (Central Business District area)",Louisville,KY,"$52,026 por año",año,52026.0,52026.0,52026.0,['Oracle']
job_5a00f9d8daf9bfcd,Senior Business Analyst - Fulfillment Planning,Financial Analyst,Senior,Hybrid,Ball Corporation,"Westminster, CO 80021",Westminster,CO,"$80,800 - $120,980 por año",año,80800.0,120980.0,100890.0,"['Office', 'Oracle']"
job_a4c11f7ce191db92,"Senior Specialist, Business Planning and Analysis",Financial Analyst,Senior,Hybrid,BNY Mellon,"Everett, MA+4 ubicaciones",Everett,MA,,,,,,[]
job_6dd51c1311448f44,Digital Services Senior Business Systems Analyst,Business Analyst,Senior,Hybrid,Judicial Council of California,"San Francisco, CA 94102 (Tenderloin area)+2 ubicaciones",San Francisco,CA,"$7,267 - $10,901 por mes",mes,87204.0,130812.0,109008.0,"['Word', 'Bachelor', 'Excel']"
job_e8cc0afdf14ec59d,Business Intelligence Analyst,Business Intelligence,,,McKesson,"Richmond, VA 23233",Richmond,VA,"$80,300 - $133,900 por año",año,80300.0,133900.0,107100.0,"['PowerPoint', 'Bachelor', 'Office', 'Access', 'SQL']"
job_74238537805d0703,Business Development Analyst - IT,Business Analyst,,,Milwaukee County,"Milwaukee, WI 53226 (Zoo area)",Milwaukee,WI,"$77,563 - $95,701 por año",año,77563.0,95701.0,86632.0,['Bachelor']
job_d6adfa5c1c14e794,Senior Business Analyst,Business Analyst,Senior,,Mastercard,"New York, NY 10011 (Flatiron area)+1 ubicación",New York,NY,,,,,,['Master']
job_8da5897974f8f155,"(Remote) Business Analyst, Reporting",Financial Analyst,,Remote,Sun Life,"Wellesley Hills, MA 02481",Wellesley Hills,MA,"$61,800 - $92,800 por año",año,61800.0,92800.0,77300.0,"['SSRS', 'Tableau', 'SQL', 'Salesforce']"
job_e7479cfaa93a153e,Senior Data Analyst - Managed Care Pharmacy,Data Analyst,Senior,Remote,Samaritan Health Services,"Corvallis, OR 97339",Corvallis,OR,$35.26 - $51.79 por hora,hora,64878.399999999994,95293.59999999999,80086.0,"['PowerPoint', 'Bachelor', 'Word', 'Tableau', 'Power BI', 'Master', 'Excel', 'SQL']"
job_47d742982c15be7d,DHS/OIG - Compliance Business Analyst 2 (RCCL Specialist Surveyor) - 00175707,Business Analyst,,,State of Georgia,Georgia,,GA,"$46,214 - $48,214 por año",año,46214.0,48214.0,47214.0,['Bachelor']
job_2ad5ee4f4969f8eb,Reporting Manager (aka Business Intelligence Manager),Business Intelligence,Lead,Remote,Cox Automotive,Nebraska+29 ubicaciones,,NE,,,,,,"['Agile', 'Tableau', 'Bachelor', 'Power BI']"
job_301a8a8206363847,Financial Business Systems Analyst,Business Analyst,,,Safeway,"Phoenix, AZ 85038 (Camelback East area)",Phoenix,AZ,,,,,,"['SQL', 'Power BI']"
job_610623528b44698b,Product Manager - Experience - Remote,Others,Lead,Remote,UnitedHealth Group,"Minneapolis, MN 55421",Minneapolis,MN,"$85,000 - $167,300 por año",año,85000.0,167300.0,126150.0,"['Bachelor', 'Agile']"
job_8e6caf39239fcc8a,Analyst-Information Services Business Senior,Business Analyst,Senior,,Indiana University Health,"Indianapolis, IN 46204 (Downtown area)",Indianapolis,IN,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'ERP']"
job_1303304ee300e778,"Manager, Data Analytics & Business Intelligence",Business Intelligence,Lead,,Yum! Brands,"Plano, TX",Plano,TX,,,,,,"['Tableau', 'Bachelor', 'Python', 'Power BI']"
job_f6192e813f8aba3d,Business Analyst - Economist Intelligence Unit - Canback,Business Analyst,,,Clearstate Pte. Ltd,"Cambridge, MA+1 ubicación",Cambridge,MA,,,,,,"['PowerPoint', 'Bachelor', 'Excel']"
job_162dc3a4e274c11c,"Product Operations Lead, Platforms and Ecosystems Strategy",Others,Lead,,Google,"Austin, TX",Austin,TX,,,,,,"['Bachelor', 'MBA']"
job_67031ccdbac4739d,Business Unit Financial Analyst I,Financial Analyst,,Hybrid,Navy Federal Credit Union,"Pensacola, FL",Pensacola,FL,"$64,800 - $110,600 por año",año,64800.0,110600.0,87700.0,"['Master', 'Bachelor', 'MBA', 'CPA']"
job_ef8a9ecfb4f0ccb7,Senior Business Systems Analyst (Hybrid),Business Analyst,Senior,Hybrid,Hunter Industries,"San Marcos, CA 92078",San Marcos,CA,,,,,,"['ERP', 'Bachelor']"
job_f5270fb7e4fbd767,Store Operations Sr Analyst,Data Analyst,Senior,,Lowe's,"Mooresville, NC 28117+1 ubicación",Mooresville,NC,"$68,400 - $114,000 por año",año,68400.0,114000.0,91200.0,"['Excel', 'Bachelor', 'Access']"
job_b3ef7c97ff834dd0,Operations Analyst – Derivatives Confirmation,Data Analyst,,Remote,Mizuho Americas,"New York, NY+1 ubicación",New York,NY,"$52,000 - $85,000 por año",año,52000.0,85000.0,68500.0,[]
job_3da6e226da838f35,Senior Service Now Business Analyst and Developer,Business Analyst,Senior,Remote,Vail Resorts,Remote,,,"$89,100 - $120,000 por año",año,89100.0,120000.0,104550.0,"['JavaScript', 'Bachelor', 'Agile']"
job_b4485749d806fb27,Business Systems Analyst Lead,Business Analyst,Lead,Remote,Huntington Bank,"Columbus, OH 43219 (Easton area)+3 ubicaciones",Columbus,OH,,,,,,"['Bachelor', 'Agile', 'Azure', 'Power BI', 'Salesforce']"
job_20a87990dec89a52,Business Systems Analyst (Operations),Business Analyst,,,Athene,"West Des Moines, IA+2 ubicaciones",West Des Moines,IA,,,,,,"['PowerPoint', 'Bachelor', 'Agile', 'Office', 'Access', 'Excel']"
job_2b5b4e133f783ab7,Business Performance Analyst - All Levels,Business Analyst,,,Silver Edge,"McLean, VA",McLean,VA,,,,,,['Cognos']
job_2d50824bd8079d4d,HR Business Analyst,Business Analyst,,Hybrid,MJHS,"Brooklyn, NY+1 ubicación",Brooklyn,NY,"$77,099 - $92,519 por año",año,77099.0,92519.0,84809.0,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Excel', 'SQL']"
job_48f9194a5e52a35b,Business Analysis Center of Excellence Manager,Business Analyst,Lead,,Primerica,"Duluth, GA",Duluth,GA,,,,,,"['Bachelor', 'SQL', 'Oracle']"
job_6e8e4f81486d3d73,Senior Analyst Business Analytics,Business Analyst,Senior,,CVS Health,Kansas+29 ubicaciones,,KS,"$43,700 - $100,000 por año",año,43700.0,100000.0,71850.0,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Access', 'Salesforce', 'Excel', 'SQL']"
job_69f24675ab129747,"Product Operations Analyst, Customer Data Operations",Data Analyst,,,Lightcast,"Moscow, ID",Moscow,ID,,,,,,"['SQL', 'Bachelor', 'Excel', 'Python']"
job_dc52996a0c983a2b,"Finance Business Analyst, JDE Optimization",Business Analyst,,,Idex Corporation,"Northbrook, IL",Northbrook,IL,"$100,000 - $105,000 por año",año,100000.0,105000.0,102500.0,"['ERP', 'Bachelor']"
job_2f03b8baf5c49bdb,Client Care Business Program Analyst,Business Analyst,,Remote,Visa,"Miami, FL",Miami,FL,,,,,,"['Bachelor', 'PowerPoint', 'Word', 'MBA', 'PhD', 'Master', 'Excel']"
job_bbaabffec04172b4,Business System Analyst II,Business Analyst,,,Verathon,"Bothell, WA 98011 (North Creek area)",Bothell,WA,,,,,,"['ERP', 'Bachelor', 'English', 'Agile']"
job_087b33fe19ae9864,Deposit Services Operations Analyst I,Data Analyst,,Remote,BankUnited,"Miami Lakes, FL 33016",Miami Lakes,FL,,,,,,['Bachelor']
job_12efd0a4672b56d7,Business Analysis Advisor,Business Analyst,,Remote,PNC Financial Services Group,"Pittsburgh, PA 15222 (Strip District area)+2 ubicaciones",Pittsburgh,PA,,,,,,['Bachelor']
job_9915f8bf493dc6c6,Pharmacy Analyst II - Business Analyst,Business Analyst,,,BlueCross BlueShield of Tennessee,"Chattanooga, TN 37402 (Westside area)",Chattanooga,TN,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Excel']"
job_f643ba1bf0282863,"Lansing, MI - IT - DTMB - Agency Services - DHHS - Business Analyst 5",Business Analyst,,,Skywalk Global,"Lansing, MI",Lansing,MI,,,,,,[]
job_e09535938e6db03f,"Senior, Business Systems Analyst (Store Systems) - Remote",Business Analyst,Senior,Remote,Torrid,"Industry, CA 91748",Industry,CA,"$117,813 - $129,308 por año",año,117813.0,129308.0,123560.5,"['Jira', 'Spanish', 'English']"
job_def5eb43934b42ee,Business Systems Analyst,Business Analyst,,,Omaha's Henry Doorly Zoo and Aquarium,"Omaha, NE 68107",Omaha,NE,,,,,,"['Bachelor', 'Tableau', 'Python', 'R', 'SQL']"
job_7c59cb1deff3db82,Sr. Business Analyst,Business Analyst,Senior,Remote,PG&E Corporation,"Oakland, CA 94612+1 ubicación",Oakland,CA,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'SAP', 'Excel']"
job_b5092ae247044383,Senior Business Systems Analyst,Business Analyst,Senior,Remote,Chegg,"Santa Clara, CA 95054",Santa Clara,CA,"$82,139 - $203,392 por año",año,82139.0,203392.0,142765.5,"['Hyperion', 'SAP', 'ERP', 'Oracle']"
job_4f2b78b1bef669de,Business Support Analyst – Office of Corporate Responsibility,Business Analyst,,,Flagstar Bank,"Troy, MI",Troy,MI,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Access', 'Excel']"
job_9b5987df08f57d28,Business Analyst III,Business Analyst,,,Caterpillar,"Nashville, TN",Nashville,TN,,,,,,['Access']
job_f09b6b3c2b2f7808,IT BUSINESS ANALYST,Business Analyst,,,Unity Health,"Searcy, AR 72143",Searcy,AR,,,,,,[]
job_3aa9e91a62188c87,Database & Business Analyst-Medical Staffing,Business Analyst,,,Kaiser Permanente,"Wailuku, HI 96793",Wailuku,HI,"$62,400 - $80,740 por año",año,62400.0,80740.0,71570.0,"['Bachelor', 'Office']"
job_aa63a0002d71b046,System Administrator /Business Analyst,Business Analyst,,Remote,Larson Gross,"Bellingham, WA 98226 (Mt. Baker area)",Bellingham,WA,$30 - $45 por hora,hora,55200.0,82800.0,69000.0,"['Tableau', 'Power BI', 'Power Query', 'Excel', 'SQL']"
job_d624bb2847ff8fd8,"Sr Market Analyst, BI Property",Business Intelligence,Senior,,"The Travelers Companies, Inc.","Hartford, CT",Hartford,CT,"$73,300 - $120,900 por año",año,73300.0,120900.0,97100.0,"['AWS', 'Bachelor', 'PowerPoint', 'Word', 'Office', 'Access', 'Excel', 'SQL']"
job_739f5acbd659039f,Business Systems Analyst,Business Analyst,,,Judge Software,"Jacksonville, FL 32258 (Greenland area)",Jacksonville,FL,,,,,,"['Bachelor', 'MBA', 'SQL']"
job_6b17c136282a0d45,"Derivatives Business Operations Analyst - Chicago, IL",Business Analyst,,,U.S. Bank National Association,"Chicago, IL 60603 (Loop area)+6 ubicaciones",Chicago,IL,"$81,515 - $105,490 por año",año,81515.0,105490.0,93502.5,"['Bachelor', 'Excel', 'Office']"
job_f2d62236d72789f0,"Business Applications Analyst, Mid Level - Bank Disputes",Business Analyst,,Hybrid,USAA,"Plano, TX 75024+1 ubicación",Plano,TX,,,,,,"['Bachelor', 'Office']"
job_1819d611670036ed,Business Intelligence Analyst I,Business Intelligence,,,Harris Health System,"Bellaire, TX+2 ubicaciones",Bellaire,TX,,,,,,"['Bachelor', 'Word', 'Office', 'Oracle', 'SAP', 'Access', 'Excel', 'SQL']"
job_0f837d02377e3627,"Analyst, Business",Business Analyst,,Hybrid,McLane Company,"Rocky Mount, NC 27815",Rocky Mount,NC,"$47,000 - $65,000 por año",año,47000.0,65000.0,56000.0,['Bachelor']
job_095057be778025be,Quality Management Analyst IV or V,Data Analyst,,Hybrid,Texas Department of Transportation,"Austin, TX 78744 (McKinney area)+1 ubicación",Austin,TX,"$59,004 por año",año,59004.0,59004.0,59004.0,['Bachelor']
job_177ad4e52384810f,"Data Analyst, Operations Engineering",Data Analyst,,,Invenergy,"Chicago, IL 60606 (The Loop area)",Chicago,IL,,,,,,"['Bachelor', 'Tableau', 'Office', 'Python', 'Power BI', 'Excel', 'SQL']"
job_dde2a16bb898b4a0,Business Operations Analyst - RF & Electronic Systems Center (Early/Mid-Career),Business Analyst,,,Sandia National Laboratories,"Albuquerque, NM 87116",Albuquerque,NM,,,,,,"['Bachelor', 'Power BI', 'Oracle']"
job_5d6fed4fd2071489,"Senior Credit and Collections Analyst, Global Business Services",Business Analyst,Senior,Remote,Boston Scientific Corporation,"Marlborough, MA 01752 (Old Mitchell School area)",Marlborough,MA,,,,,,"['SAP', 'ERP']"
job_9789c905bdd2f4ab,Treasury Operations Analyst,Data Analyst,,Remote,U.S. Bank National Association,Remote,,,$22.74 - $33.37 por hora,hora,41841.6,61400.799999999996,51621.2,['Office']
job_1acf6e377711a76f,Business Analyst - Tier II,Business Analyst,,,Sev1Tech,"Arlington, VA",Arlington,VA,,,,,,['Agile']
job_6a87e38063787a6c,Senior Analyst- Business Development & Execution - Snacking/Desserts,Business Analyst,Senior,Remote,Kraft Heinz Company,"Chicago, IL",Chicago,IL,,,,,,['Office']
job_9cfde2396416bea1,Business System Analyst / Project Manager,Business Analyst,Lead,,Epiroc Careers,"Garland, TX",Garland,TX,,,,,,"['ERP', 'Salesforce']"
job_3835a24098912612,Business Analyst,Business Analyst,,,MUSC,"Charleston, SC 29407+1 ubicación",Charleston,SC,,,,,,"['Master', 'Bachelor']"
job_af6e611bf1636993,"Claims Business Process Analyst - Remote in San Antonio, TX",Business Analyst,,Remote,UnitedHealth Group,"San Antonio, TX 78202 (Dignowity Hill area)",San Antonio,TX,,,,,,"['Word', 'PowerPoint', 'Access', 'SQL']"
job_d92fcc772e0801c1,Senior Business Analyst – Research Administration and Compliance,Business Analyst,Senior,Remote,Streamlyne,"San Diego, CA",San Diego,CA,,,,,,"['Bachelor', 'SQL']"
job_ce011044b54cb4e6,Senior Principal IT Business Analyst - Physiological Research Lab,Business Analyst,Senior,,Medtronic,"Coon Rapids, MN",Coon Rapids,MN,,,,,,"['JavaScript', 'Bachelor', 'HTML', 'Office', 'Oracle', 'Access', 'SQL']"
job_c5c9b5f9a89ee4e4,Principal Business Analyst,Business Analyst,Lead,,Discover Financial Services,"Riverwoods, IL 60015",Riverwoods,IL,,,,,,['Bachelor']
job_c3178912d46d58bd,Data Governance Analyst - (REMOTE OPPORTUNITY),Data Analyst,,Remote,Regions,"Hoover, AL 35244+1 ubicación",Hoover,AL,,,,,,"['Master', 'Bachelor']"
job_a6f06df89eb60626,Associate HR Power BI Analyst,Business Intelligence,,,KBR,"Houston, TX 77002 (Downtown area)",Houston,TX,,,,,,"['Bachelor', 'Power BI']"
job_d7063a97eda9b544,Supply Chain Business Analyst,Business Analyst,,Hybrid,INTEL,"Phoenix, AZ+5 ubicaciones",Phoenix,AZ,"$112,760 - $169,240 por año",año,112760.0,169240.0,141000.0,"['HTML', 'Bachelor']"
job_6cea7b23a92ee93d,IT Business Systems Analyst II (Hybrid),Business Analyst,,Hybrid,Inland Empire Health Plan,"Rancho Cucamonga, CA 91730",Rancho Cucamonga,CA,,,,,,"['Word', 'Bachelor', 'Excel']"
job_5669637cfa040827,Business Data Analyst - TikTok Monetization Product,Data Analyst,,,TikTok,"San Jose, CA+9 ubicaciones",San Jose,CA,"$130,000 - $232,000 por año",año,130000.0,232000.0,181000.0,"['Bachelor', 'Tableau', 'PHP', 'Python', 'Hadoop', 'SQL']"
job_ba2a8bafcd31b1e3,Manufacturing Operations Analyst,Data Analyst,,Remote,Aurora Flight Sciences,"Bridgeport, WV 26330",Bridgeport,WV,,,,,,"['Master', 'Bachelor']"
job_87625f6c28177629,"Senior Analyst, Cargo Business Process",Business Analyst,Senior,,American Airlines,"Dallas, TX",Dallas,TX,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Excel']"
job_ac0a2b29cedc46bc,Operations Analyst,Data Analyst,,,BlueCross BlueShield of South Carolina,"Columbia, SC",Columbia,SC,,,,,,"['Bachelor', 'Office']"
job_fb604b7dac3216a0,Business Analyst - REMOTE - US Citizenship required,Business Analyst,,Remote,General Dynamics Information Technology,Indiana+2 ubicaciones,,IN,"$86,000 - $129,000 por año",año,86000.0,129000.0,107500.0,"['Bachelor', 'Office', 'Agile']"
job_c272694c5e90c0c4,IT Business Analyst II,Business Analyst,,,State of New Mexico,"Santa Fe, NM 87505",Santa Fe,NM,"$64,647 - $107,961 por año",año,64647.0,107961.0,86304.0,"['Master', 'PhD', 'Bachelor']"
job_7209cd81a10b7e07,"Junior Business Analyst, Visio",Business Analyst,Junior,Remote,ASRC Federal Holding Company,Remote+2 ubicaciones,,,,,,,,"['PowerPoint', 'Bachelor', 'Word', 'Office', 'Excel']"
job_a56856379bec2f3d,Business Process Analyst,Business Analyst,,,"Aveshka, Inc.","Washington, DC 20024 (Southwest Federal Center area)",Washington,DC,,,,,,"['Office', 'MBA']"
job_4b914eab7cc1078c,Business Analyst 1,Business Analyst,,Remote,PSEG,"Plainfield, NJ",Plainfield,NJ,"$79,800 - $131,700 por año",año,79800.0,131700.0,105750.0,"['AWS', 'PowerPoint', 'Bachelor', 'Word', 'Python', 'SAP', 'Salesforce', 'R', 'Excel', 'SQL']"
job_ee5c7077cb1130f3,"Analyst, Distributor Partnerships - Control",Data Analyst,,,Moët Hennessy USA,"New York, NY 10011 (Chelsea area)+1 ubicación",New York,NY,,,,,,"['PowerPoint', 'Bachelor', 'Excel']"
job_157b0a8fa1eff0ce,"Cyber Business Analyst, Mid-Level",Business Analyst,,,Referentia Systems Incorporated,"Hampton, VA 23666 (Magruder Area area)",Hampton,VA,"$93,000 por año",año,93000.0,93000.0,93000.0,"['Bachelor', 'Access', 'Office']"
job_50f19e77ce276cae,Business Operations Analyst,Business Analyst,,,onsemi,"Scottsdale, AZ 85251 (South Scottsdale area)",Scottsdale,AZ,,,,,,['Bachelor']
job_bf4f6d806f751e19,IS Business Analyst - Contracts & Procurement,Business Analyst,,Remote,Shriners Children's,Remote,,,,,,,,['Bachelor']
job_2f58cfcf728434ce,"Senior Business Analyst, Marketing",Business Analyst,Senior,,Favor,Texas,,TX,,,,,,"['Looker', 'Tableau', 'Python', 'R', 'Excel', 'SQL']"
job_e129e0a829d1815b,IT Project Manager/Business Analyst,Business Analyst,Lead,Remote,Springs Window Fashions,"Middleton, WI 53562",Middleton,WI,,,,,,"['ERP', 'Excel']"
job_68b6be9a00fdfa92,"Business Analyst (SQL), Loss Prevention",Business Analyst,,,Amazon.com Services LLC,"Seattle, WA",Seattle,WA,"$59,500 por año",año,59500.0,59500.0,59500.0,"['Tableau', 'Bachelor', 'SQL']"
job_0cc103668be84e2d,D+A Operations Sr. Analyst,Data Analyst,Senior,,PepsiCo,"Chicago, IL+1 ubicación",Chicago,IL,"$74,800 - $125,250 por año",año,74800.0,125250.0,100025.0,"['Bachelor', 'PowerPoint', 'Word', 'Tableau', 'Office', 'MBA', 'Power BI', 'Excel']"
job_90ce7d38d45e3e93,Business Process Analyst II,Business Analyst,,,"Mission Support and Test Services, LLC","North Las Vegas, NV 89030 (North Las Vegas area)+2 ubicaciones",North Las Vegas,NV,"$60,778 - $91,166 por año",año,60778.0,91166.0,75972.0,"['HTML', 'Bachelor', 'Access']"
job_d90fc49bc324a321,Sr Technical Analyst,Data Analyst,Senior,Hybrid,Southwest Airlines,"Dallas, TX 75235 (Northwest Dallas area)",Dallas,TX,"$107,650 por año",año,107650.0,107650.0,107650.0,"['JavaScript', 'Power Apps', 'C++', 'HTML', 'Tableau', 'Python', 'CSS', 'English', 'Power BI', 'Power Automate']"
job_93fc6e6cb399f527,"BI Developer and Data Analyst 1, 2, or 3",Data Analyst,,Remote,Louisiana State University,"Baton Rouge, LA 70808 (LSU area)",Baton Rouge,LA,,,,,,"['Bachelor', 'HTML', 'Tableau', 'Office', 'Power BI', 'Master', 'Excel', 'SQL']"
job_e5f52ec0f82365a4,Operations Analyst I,Data Analyst,,,Dominion Energy,"Norfolk, VA 23509",Norfolk,VA,,,,,,['Office']
job_ac770703fbb1f75a,"BUSINESS AFFAIRS ANALYST, Business Affairs",Business Analyst,,,Boston University,"Boston, MA 02215 (Kenmore area)",Boston,MA,,,,,,['Bachelor']
job_0e9b45e6dd948c65,Senior Technical Business Systems Analyst,Business Analyst,Senior,,Cadence Design Systems,"San Jose, CA 95134 (North San Jose area)+1 ubicación",San Jose,CA,"$130,200 - $241,800 por año",año,130200.0,241800.0,186000.0,"['SAP', 'Salesforce']"
job_0ffdbba7bf3dbf84,Senior Business Analyst - Capacity Planning Analytics,Financial Analyst,Senior,,MidFirst Bank,"Oklahoma City, OK 73118+1 ubicación",Oklahoma City,OK,,,,,,['Bachelor']
job_83a89edbabb45088,Senior Business Analyst-Public Art,Business Analyst,Senior,,Sound Transit,"Seattle, WA 98104 (International District area)",Seattle,WA,,,,,,"['Bachelor', 'English']"
job_f145915d1147337f,Sr Business System Analyst,Business Analyst,Senior,Remote,Pacific Life,"Newport Beach, CA 92660",Newport Beach,CA,,,,,,"['ERP', 'Bachelor', 'Oracle']"
job_bd046ada4dbc117d,DTS Lead Data Analyst,Data Analyst,Lead,,Hackensack Meridian Health,"Edison, NJ 08837",Edison,NJ,,,,,,"['Bachelor', 'Tableau', 'Office', 'Power BI', 'PhD', 'Master', 'Excel', 'SQL']"
job_4212d15f7e1f31dc,Senior Business Systems Analyst II,Business Analyst,Senior,Remote,Employers,"Austin, TX 78731",Austin,TX,"$71,000 - $106,000 por año",año,71000.0,106000.0,88500.0,"['Bachelor', 'Agile']"
job_7406e355c5398eea,Business Intelligence Systems Analyst,Business Intelligence,,Remote,Mott Community College,"Flint, MI 48503 (College Cultural area)",Flint,MI,,,,,,"['Bachelor', 'Cognos', 'Tableau', 'ERP', 'SQL']"
job_8ee519a5f87d39d1,Senior Business Analyst,Business Analyst,Senior,,Maganti IT Resources,"Waterbury, CT 06702 (Central Business District area)",Waterbury,CT,,,,,,"['Word', 'PowerPoint', 'Office', 'Excel']"
job_185fe681f7619513,"Jr. Analyst, Contact Center Systems",Data Analyst,Junior,Remote,"Banfield, The Pet Hospital","Vancouver, WA 98683 (Bella Vista area)",Vancouver,WA,"$65,478 - $75,958 por año",año,65478.0,75958.0,70718.0,"['AWS', 'English']"
job_54adfe281869a50e,Business Analyst III - Financial Management Division,Business Analyst,,Hybrid,Texas Department of Transportation,"Austin, TX 78744 (McKinney area)",Austin,TX,"$59,004 por año",año,59004.0,59004.0,59004.0,"['Hyperion', 'Tableau', 'Bachelor', 'Oracle']"
job_0276ecc92f505adc,Sr Operational Business Analyst,Business Analyst,Senior,,DHL,"Elizabethtown, PA 17022+3 ubicaciones",Elizabethtown,PA,,,,,,['Bachelor']
job_a64e8b3b705b62ba,Remote IT Application Coordinator,Others,,Remote,University of Maryland Medical System,"Linthicum Heights, MD",Linthicum Heights,MD,,,,,,"['PowerPoint', 'Bachelor', 'Office']"
